Alfa romeo,Bilmerke,,,,,,
Brera,,,,,,,
"X5 4,4i",210kW,286hk,229kW,311hk,440Nm,472Nm,
"X5 4,4i",235kW,320hk,253kW,345hk,440Nm,472Nm,
"X5 4,6i",255kW,347hk,253kW,372hk,440Nm,472Nm,
"X5 4,8i",265kW,360hk,253kW,385hk,500Nm,535Nm,
X5 3.0d E53,135kW,184hk,159kW,216hk,410Nm,510Nm,
X5 3.0d E53,142kW,193hk,165kW,225hk,410Nm,510Nm,
X5 3.0d E53,160kW,218hk,180kW,260hk,500Nm,600Nm,
X5 3.0d E70 2007->2010,155kW,211hk,203kW,280hk,520Nm,600Nm,
X5 3.0d E70 2010->,155kW,211hk,218kW,300hk,540Nm,600Nm,
X5 3.0d E70 2007->2010,173kW,235hk,203kW,280hk,520Nm,600Nm,
X5 3.0d E70 2010->2011,173kW,245hk,218kW,300hk,540Nm,600Nm,
X5 3.0d E70 2012->2013,173kW,245hk,206kW,280hk,520Nm,580Nm,
X5 3.0d F15 2014->,173kW,245hk,206kW,280hk,520Nm,580Nm,
X5 3.5d E70 2007->2010,210kW,286hk,250kW,340hk,580Nm,680Nm,
 , , , , , , ,
X6,,,,,,,
X6 3.0d E71 dpf,173kW,235hk,199kW,270hk,510Nm,600Nm,
X6 3.0d E71 dpf,210kW,286hk,243kW,330hk,580Nm,680Nm,
 , , , , , , ,
Z3,,,,,,,
Z3 1.8,85kW,115hk,93kW,126hk,168Nm,185Nm,
Z3 1.9,103kW,140hk,110kW,151hk,180Nm,196Nm,
Z3 2.0 99-00,110kW,150hk,121kW,166hk,190Nm,210Nm,
Z3 2.2,125kW,170hk,133kW,181hk,210Nm,231Nm,
Z1 2.5,125kW,170hk,136kW,185hk,222Nm,243Nm,
Z3 2.8 97-98,142kW,193hk,151kW,205hk,280Nm,310Nm,
Z3 3.0,170kW,231hk,181kW,243hk,300Nm,330Nm,
 , , , , , , ,
Z4,,,,,,,
Z4 2.2 Roadster,125kW,170hk,133kW,181hk,210Nm,231Nm,
Z4 2.5 Roadstar,141kW,192hk,153kW,208hk,245Nm,270Nm,
Z4 2.5 Roadster,150kW,204hk,162kW,220hk,250Nm,275Nm,
Z4 3.0 Roadster,170kW,231hk,181kW,246hk,300Nm,321Nm,
 , , , , , , ,
Z8,,,,,,,
Z8 5.0 Roadster,294kW,400hk,312kW,425hk,500Nm,520Nm,
 , , , , , , ,
Chrysler,bilmerke,,,,,,
PT Cruiser,,,,,,,
2.2 CRD,89kW,121hk,114kW,155hk,300Nm,350Nm,
 , ,, ,, , ,
Voyager,,,,,,,
2.5 CRD,103kW,140hk,121kW,165hk,320Nm,390Nm,
2.5 CRD,105kW,143hk,129kW,175hk,320Nm,390Nm,
2.8 CRD,110kW,150hk,132kW,180hk,360Nm,430Nm,
 , ,, ,, , ,
300C,,,,,,,
3.0 CRD,160kW,218hk,190kW,258hk,510Nm,600Nm,
,,,,,,,
,,,,,,,
Citroen,bilmerke,,,,,,
C1,,,,,,,
1.4 HDI,40kW,54hk,58kW,79hk,130Nm,190Nm,
 , ,, ,, , ,
C2,,,,,,,
1.1 i (2003-....),44kW,60hk,49kW,67hk,94Nm,105Nm,
1.4 i (2003-....),55kW,75hk,62kW,84hk,120Nm,135Nm,
1.6 i (2003-....),80kW,109hk,90kW,122hk,142Nm,159Nm,
1.6 i (2003-....),90kW,122hk,101kW,137hk,147Nm,165Nm,
1.4 HDI,50kW,68hk,68kW,92hk,150Nm,200Nm,
 , ,, ,, , ,
C3,,,,,,,
1.1 i (2002-....),44kW,60hk,49kW,67hk,94Nm,105Nm,
1.4 i (2002-....),55kW,75hk,62kW,84hk,120Nm,135Nm,
1.4 i 16V(2002-....),65kW,88hk,73kW,99hk,133Nm,149Nm,
1.6 i (2002-....),80kW,109hk,90kW,122hk,142Nm,159Nm,
1.6 i (2002-....),90kW,122hk,101kW,137hk,147Nm,165Nm,
1.4 HDI,66kW,90hk,85kW,115hk,200Nm,248Nm,
1.6 HDI 2011-..,68kW,92hk,92kW,125hk,230Nm,290Nm,
 , ,, ,, , ,
C4,,,,,,,
1.4 i 16V,65kW,88hk,73kW,99hk,133Nm,149Nm,
1.6 i,80kW,109hk,90kW,122hk,142Nm,159Nm,
2.0 i,99kW,136hk,113kW,153hk,190Nm,213Nm,
2.0 i,103kW,140hk,115kW,157hk,195Nm,218Nm,
2.0 i,130kW,177hk,146kW,198hk,202Nm,226Nm,
1.6 HDI,66kW,90hk,85kW,115hk,215Nm,265Nm,
1.6 HDI 2011-..,68kW,92hk,85kW,116hk,230Nm,290Nm,
1.6 HDI,80kW,109hk,100kW,140hk,240Nm,320Nm,
1.6 HDI 2011-..,82kW,112hk,106kW,145hk,270Nm,340Nm,
2.0 HDI,99kW,136hk,125kW,170hk,320Nm,380Nm,
2.0 HDI 16V (2008-..),101kW,138hk,126kW,172hk,320Nm,380Nm,
 , ,, ,, , ,
C5 / C6,,,,,,,
2.0 i,99kW,136hk,113kW,153hk,190Nm,213Nm,
2.0 i,103kW,140hk,115kW,157hk,195Nm,218Nm,
2.0 i,130kW,177hk,146kW,198hk,202Nm,226Nm,
3.0 i,152kW,207hk,180kW,232hk,285Nm,319Nm,
1.6 HDI,66kW,90hk,85kW,115hk,215Nm,265Nm,
1.6 HDI,80kW,109hk,100kW,140hk,240Nm,320Nm,
1.6 HDI 2011-..,82kW,112hk,106kW,145hk,270Nm,340Nm,
2.0 HDI 8V,66kW,90hk,85kW,115hk,205Nm,253Nm,
2.0 HDI 16V,80kW,109hk,106kW,144hk,250Nm,315Nm,
2.0 HDI 16V,93kW,126hk,120kW,163hk,320Nm,380Nm,
2.0 HDI 16V,100kW,136hk,125kW,170hk,320Nm,380Nm,
2.0 HDI 16V (2008-..),101kW,138hk,126kW,172hk,320Nm,380Nm,
2.2 HDI,99kW,135hk,125kW,170hk,322Nm,420Nm,
2..2HDI biturbo,127kW,173hk,152kW,207hk,370Nm,444Nm,
2..7HDI,150kW,204hk,173kW,235hk,439Nm,562Nm,
 ,,,,,,,
C8,,,,,,,
2.0 HDI,79kW,107hk,106kW,144hk,270Nm,315Nm,
2.2 HDI,94kW,128hk,118kW,163hk,314Nm,374Nm,
 ,,,,,,,
Berlingo,,,,,,,
1.6 HDI,55kW,75hk,77kW,105hk,170Nm,220Nm,
1.6 HDI,66kW,90hk,85kW,115hk,215Nm,265Nm,
1.6 HDI 2011-..,68kW,92hk,85kW,116hk,230Nm,290Nm,
1.6 HDI 2011-..,82kW,112hk,106kW,145hk,270Nm,340Nm,
2.0 HDI 8V,66kW,90hk,85kW,115hk,205Nm,253Nm,
2.0 HDI 16V,80kW,109hk,100kW,136hk,250Nm,290Nm,
 , ,, ,, , ,
Evation,,,,,,,
2.0 HDI,80kW,109hk,100kW,136hk,250Nm,290Nm,
 , ,, ,, , ,
Jumper,,,,,,,
2.0 HDI,62kW,84hk,80kW,109hk,192Nm,245Nm,
2.2 HDI,75kW,101hk,96kW,130hk,240Nm,280Nm,
2.8 HDI,94kW,128hk,118kW,160hk,300Nm,380Nm,
 , ,, ,, , ,
Jumpy,,,,,,,
2.0 HDI 8V,69kW,94hk,89kW,121hk,215Nm,255Nm,
2.0 HDI 16V,80kW,109hk,100kW,136hk,250Nm,290Nm,
 , ,, ,, , ,
Xantia,,,,,,,
2.0 HDI 8V,66kW,90hk,85kW,115hk,205Nm,253Nm,
2.0 HDI 16V,80kW,109hk,100kW,136hk,250Nm,290Nm,
XM 2.5 TD,95kW,129hk,114kW,155hk,285Nm,315Nm,
 , ,, ,, , ,
Xara,,,,,,,
1.4 HDI,50kW,68hk,68kW,92hk,150Nm,200Nm,
1.6 HDI 16V,80kW,109hk,100kW,140hk,240Nm,320Nm,
2.0 HDI 8V,66kW,90hk,85kW,115hk,205Nm,253Nm,
2.0 HDI 16V,80kW,109hk,100kW,136hk,250Nm,290Nm,
 , ,, ,, , ,
Picasso,,,,,,,
1.6 HDI,66kW,90hk,85kW,115hk,215Nm,265Nm,
1.6 HDI 2011-..,68kW,92hk,85kW,116hk,230Nm,290Nm,
1.6 HDI,80kW,109hk,100kW,140hk,240Nm,320Nm,
1.6 HDI 2011-..,82kW,112hk,106kW,145hk,270Nm,340Nm,
2.0 HDI 8V,66kW,90hk,85kW,115hk,205Nm,253Nm,
2.0 HDI 16V,80kW,109hk,100kW,136hk,250Nm,290Nm,
2.0 HDI 16V (2008-..),101kW,138hk,126kW,172hk,320Nm,380Nm,
,,,,,,,
,,,,,,,
,,,,,,,
Fiat,bilmerke,,,,,,
Fiat 500,Ytelse,,Trimming,,Dreiemoment,,
1.2L har vi dessverre ingen løsning for,50kW,69hk,- kW,- hk,Nm,Nm,
1.3 JTD M-Jet 16V,55kW,75hk,74kW,100hk,145Nm,190Nm,
 , ,, ,, , ,
Brava / Bravo,Ytelse,,Trimming,,Dreiemoment,,
2.0 Turbo 16V,162kW,220hk,184kW,250hk,310Nm,370Nm,
1.9 JTD M-Jet 8V Trinn 1,66kW,90hk,88kW,120hk,255Nm,280Nm,
1.9 JTD M-Jet 8V Trinn 2,66kW,90hk,110kW,150hk,255Nm,330Nm,
1.9 JTD,74kW,100hk,99kW,135hk,200Nm,270Nm,
1.9 JTD,77kW,105hk,100kW,136hk,200Nm,290Nm,
1.9 JTD Euro3,81kW,110hk,100kW,136hk,210Nm,290Nm,
1.9 JTD M-Jet 8V,88kW,120hk,110kW,150hk,280Nm,330Nm,
 , ,, ,, , ,
Coupe,Ytelse,,Trimming,,Dreiemoment,,
2.0 Turbo 16V,142kW,193hk,169kW,230hk,280Nm,340Nm,
2.0 Turbo 20V,162kW,220hk,184kW,260hk,310Nm,370Nm,
 , ,, ,, , ,
Croma,Ytelse,,Trimming,,Dreiemoment,,
1.9 JTD M-Jet 8V,88kW,120hk,110kW,150hk,280Nm,330Nm,
1.9 JTD M-Jet 16V,110kW,150hk,132kW,180hk,320Nm,370Nm,
2.4 JTD M-Jet 20V,147kW,200hk,172kW,235hk,400Nm,460Nm,
 , ,, ,, , ,
Doblo / Cargo,Ytelse,,Trimming,,Dreiemoment,,
1.3 JTD 16V,51kW,70hk,72kW,90hk,145Nm,195Nm,
1.9 JTD,74kW,100hk,97kW,132hk,200Nm,290Nm,
1.9 JTD,77kW,105hk,100kW,136hk,200Nm,290Nm,
1.3 JTD M-Jet 16V,62kW,85hk,81kW,110hk,200Nm,250Nm,
1.9 JTD M-Jet,88kW,120hk,114kW,155hk,210Nm,260Nm,
2.0 JTD M-Jet,100kW,136hk,125kW,170hk,320Nm,400Nm,
 , ,, ,, , ,
Ducato,Ytelse,,Trimming,,Dreiemoment,,
2.0 JTD,62kW,84hk,80kW,109hk,192Nm,250Nm,
2.3 JTD,81kW,110hk,103kW,140hk,270Nm,320Nm,
2.3 JTD Multijet,95kW,130hk,118kW,160hk,Nm,+80Nm,
2.8 JTD 2000-2002,92kW,125hk,103kW,140hk,296Nm,287Nm,
2.8 JTD 2003-2006,93kW,126hk,110kW,150hk,300Nm,370Nm,
"100 Multijet 2,2",74kW,100hk,95kW,130hk,250Nm,320Nm,
"120 Multijet 2,3",88kW,120hk,110kW,150hk,320Nm,400Nm,
160 Multijet 3.0,115kW,157hk,143kW,195hk,400Nm,480Nm,
 , ,, ,, , ,
Grande Punto,Ytelse,,Trimming,,Dreiemoment,,
1.3 JTD M-Jet 16V,55kW,75hk,77kW,95hk,190Nm,240Nm,
1.3 JTD M-Jet 16V,66kW,90hk,84kW,115hk,200Nm,250Nm,
1.9 JTD M-Jet,88kW,120hk,106kW,145hk,280Nm,335Nm,
 , ,, ,, , ,
Idea,Ytelse,,Trimming,,Dreiemoment,,
1.3 JTD M-Jet 16V,51kW,70hk,72kW,90hk,145Nm,195Nm,
1.9 JTD,74kW,100hk,97kW,135hk,260Nm,315Nm,
1.3 JTD M-Jet 16V,66kW,90hk,84kW,115hk,200Nm,250Nm,
 , ,, ,, , ,
Marea,Ytelse,,Trimming,,Dreiemoment,,
1.9 JTD,77kW,105hk,100kW,136hk,200Nm,290Nm,
1.9 JTD Euro 3,81kW,110hk,100kW,136hk,210Nm,290Nm,
2.4 JTD,96kW,130hk,122kW,166hk,310Nm,355Nm,
 , ,, ,, , ,
Multipla,Ytelse,,Trimming,,Dreiemoment,,
1.9 JTD,77kW,105hk,100kW,136hk,200Nm,290Nm,
1.9 JTD Euro 3,85kW,115hk,100kW,145hk,203Nm,285Nm,
1.9 JTD M-Jet,88kW,120hk,114kW,155hk,210Nm,260Nm,
 , ,, ,, , ,
Palio Weekend,,,,,,,
1.9 JTD,59kW,80hk,85kW,115hk,196Nm,260Nm,
 , ,, ,, , ,
Panda,Ytelse,,Trimming,,Dreiemoment,,
1.3 JTD M-Jet 16V,51kW,70hk,72kW,90hk,145Nm,195Nm,
1.3 JTD M-Jet 16V,55kW,75hk,77kW,95hk,145Nm,195Nm,
 , ,, ,, , ,
Punto,,,,,,,
1.9 JTD,59kW,80hk,78kW,106hk,196Nm,270Nm,
1.9 JTD,63kW,85hk,80kW,110hk,196Nm,270Nm,
1.9 JTD,74kW,100hk,97kW,135hk,260Nm,315Nm,
1.3 JTD M-Jet 16V,51kW,70hk,72kW,90hk,145Nm,195Nm,
 , ,, ,, , ,
Scudo,,,,,,,
2.0 JTD,69kW,94hk,85kW,115hk,215Nm,270Nm,
2.0 JTD,80kW,109hk,96kW,130hk,250Nm,290Nm,
 , ,, ,, , ,
Sedici,,,,,,,
1.9 JTD M-Jet,88kW,120hk,114kW,155hk,280Nm,335Nm,
 , ,, ,, , ,
Stilo,,,,,,,
1.9 JTD,59kW,80hk,78kW,106hk,196Nm,270Nm,
1.9 JTD,74kW,100hk,97kW,135hk,260Nm,315Nm,
1.9 JTD,85kW,115hk,103kW,140hk,255Nm,290Nm,
1.9 JTD M-Jet 16V,103kW,140hk,128kW,175hk,305Nm,390Nm,
1.9 JTD M-Jet,66kW,90hk,84kW,115hk,255Nm,295Nm,
1.9 JTD M-Jet,88kW,120hk,114kW,155hk,255Nm,295Nm,
1.9 JTD M-Jet 16V,110kW,150hk,121kW,165hk,305Nm,355Nm,
 , ,, ,, , ,
Ulysse,,,,,,,
2.0 JTD,80kW,109hk,96kW,130hk,250Nm,320Nm,
2.2 JTD,94kW,128hk,116kW,158hk,314Nm,385Nm,
2.0 JTD M-Jet 16V,100kW,136hk,121kW,165hk,320Nm,385Nm,
,,,,,,,
,,,,,,,
Ford,bilmerke,,,,,,
Fiesta,Ytelse,,Trimming,,Dreiemoment,,
1.4 TDCi,50kW,68hk,66kW,90hk,160Nm,210Nm,
1.6 TDCi,66kW,90hk,85kW,115hk,204Nm,255Nm,
1.8 D 1996-2001,44kW,60hk,kW,hk,105Nm,Nm,
1.8 DI 1996-2001,56kW,75hk,kW,hk,140Nm,Nm,
 , ,, ,, , ,
Focus / C-Max,Ytelse,,Trimming,,Dreiemoment,,
1.4 TDCi 2002-,50kW,68hk,66kW,90hk,160Nm,210Nm,
1.6 TDCi,66kW,90hk,85kW,115hk,204Nm,255Nm,
1.6 TDCi,80kW,109hk,99kW,135hk,240Nm,300Nm,
1.6 TDCi 2011-,85kW,115hk,103kW,140hk,270Nm,330Nm,
1.8 TDdi 1999-2000,55kW,75hk,70kW,95hk,140Nm,175Nm,
1.8 TDdi 2001-2005,55kW,75hk,70kW,95hk,175Nm,210Nm,
1.8 TDdi,66kW,90hk,81kW,110hk,200Nm,240Nm,
1.8 TDCi,74kW,100hk,70kW,95hk,240Nm,290Nm,
1.8 TDCi,85kW,115hk,103kW,140hk,250Nm,310Nm,
1.8 TDCi,85kW,115hk,103kW,143hk,280Nm,330Nm,
2.0 TDCi,100kW,136hk,121kW,165hk,320Nm,380Nm,
2.5 ST,166kW,225hk,184kW,250hk,320Nm,380Nm,
 , ,, ,, , ,
Fusion,Ytelse,,Trimming,,Dreiemoment,,
1.4 TDCi,50kW,68hk,66kW,92hk,160Nm,210Nm,
1.6 TDCi,66kW,90hk,85kW,120hk,204Nm,260Nm,
 , ,, ,, , ,
Galaxy,Ytelse,,Trimming,,Dreiemoment,,
1.9 TDI før 2001,66kW,90hk,85kW,115hk,202Nm,251Nm,
1.9 TDI etter 2001,66kW,90hk,85kW,115hk,202Nm,251Nm,
1.9 TDI før 2001,81kW,110hk,103kW,140hk,240Nm,290Nm,
1.9 TDI etter 2001,81kW,110hk,103kW,140hk,235Nm,272Nm,
1.9 TDI PD,85kW,115hk,105kW,143hk,310Nm,360Nm,
1.9 TDI PD,96kW,130hk,118kW,160hk,310Nm,380Nm,
1.9 TDI PD,110kW,150hk,132kW,180hk,310Nm,420Nm,
2.0 TDCi,103kW,140hk,121kW,165hk,320Nm,370Nm,
 , ,, ,, , ,
Mondeo,Ytelse,,Trimming,,Dreiemoment,,
1.6 TDCi 2011-,85kW,115hk,103kW,140hk,270Nm,330Nm,
2.0 TDDi,66kW,90hk,85kW,115hk,245Nm,290Nm,
1.8 TDCi 01-07,92kW,125hk,114kW,155hk,320Nm,370Nm,
2.0 TDDi,85kW,115hk,103kW,140hk,280Nm,330Nm,
2.0 TDCi 01-07,85kW,115hk,105kW,143hk,280Nm,330Nm,
2.0 TDDi 01-07,96kW,130hk,119kW,162hk,330Nm,380Nm,
2.2 TDCi,114kW,155hk,132kW,180hk,360Nm,420Nm,
2.2 TDCi,114kW,155hk,137kW,186hk,400Nm,460Nm,
1.8 TDCi 2007-..,74kW,100hk,96kW,130hk,280/295Nm,370Nm,
2.0 TDCi 2007-..,85kW,115hk,105kW,143hk,300/320Nm,360Nm,
2.0 TDCi 2007-..,96kW,130hk,118kW,160hk,320Nm,380Nm,
2.0 TDCi 2007-..,96kW,130hk,118kW,165hk,340Nm,390Nm,
2.0 TDCi 2007-..,103kW,140hk,140kW,170hk,320/340Nm,420Nm,
2.2 TDCi 2007-..,103kW,140hk,140kW,170hk,320Nm,380Nm,
2.2 TDCi 2007-..,129kW,175hk,151kW,206hk,400/420Nm,470Nm,
 , ,, ,, , ,
Ranger,Ytelse,,Trimming,,Dreiemoment,,
2.5 TDCi,105kW,143hk,127kW,173hk,330Nm,400Nm,
 , ,, ,, , ,
S-Max,Ytelse,,Trimming,,Dreiemoment,,
2.5 Turbo,162kW,220hk,184kW,250hk,320Nm,370Nm,
"1,8 TDCI",74kW,100hk,96kW,130hk,240Nm,300Nm,
"1,8 TDCI",92kW,125hk,114kW,155hk,320Nm,380Nm,
2.0 TDCi,96kW,130hk,118kW,160hk,320Nm,370Nm,
2.0 TDCi 2007-..,96kW,130hk,118kW,165hk,340Nm,390Nm,
2.0 TDCi,103kW,140hk,121kW,165hk,320Nm,370Nm,
2.2 TDCi,129kW,175hk,151kW,205hk,400Nm,470Nm,
 , ,, ,, , ,
Tourneo / Connect,Ytelse,,Trimming,,Dreiemoment,,
1.8 TDCi,66kW,90hk,85kW,115hk,220Nm,270Nm,
2.0 TDCi,92kW,125hk,107kW,146hk,285Nm,356Nm,
 , ,, ,, , ,
Transit / Transit Connect,Ytelse,,Trimming,,Dreiemoment,,
1.8 TDCi,55kW,75hk,74kW,100hk,200Nm,279Nm,
1.8 TDCi,66kW,90hk,88kW,120hk,220Nm,299Nm,
2.0 Di TD,55kW,75hk,70kW,95hk,185Nm,235Nm,
2.0 Di TD,62kW,85hk,81kW,110hk,200Nm,255Nm,
2.0 Di TD,74kW,100hk,92kW,125hk,230Nm,280Nm,
2.0 TDCi,92kW,125hk,110kW,150hk,285Nm,335Nm,
2.2 TDCi,62kW,85hk,78kW,105hk,250Nm,312Nm,
"2.2 TDCi, EUR5 2012-....",74kW,100hk,96kW,130hk,310Nm,370Nm,
2.2 TDCi,81kW,110hk,101kW,137hk,235Nm,293Nm,
"2.2 TDCi, EUR5 2012-....",92kW,125hk,118kW,160hk,350Nm,410Nm,
2.2 TDCi,95kW,130hk,119kW,162hk,310Nm,387Nm,
2.2 TDCi,103kW,140hk,128kW,175hk,305Nm,381Nm,
"2.2 TDCi, EUR5 2012-....",103kW,140hk,132kW,180hk,350Nm,420Nm,
"2.2 TDCi, EUR5 2012-....",114kW,155hk,137kW,186hk,385Nm,460Nm,
2.4 Di TD,55kW,75hk,66kW,90hk,185Nm,230Nm,
2.4 Di TD,66kW,90hk,77kW,105hk,200Nm,250Nm,
2.4 TDE,85kW,116hk,99kW,135hk,250Nm,312Nm,
2.4 Di TD,88kW,120hk,103kW,140hk,240Nm,288Nm,
2.4 TDDi,92kW,125hk,107kW,146hk,285Nm,356Nm,
2.4 TDCi,74kW,100hk,96kW,130hk,285Nm,365Nm,
2.4 TDCi,85kW,115hk,109kW,148hk,320Nm,410Nm,
2.4 TDCi,103kW,140hk,125kW,170hk,375Nm,485Nm,
 , ,, ,, , ,
,,,,,,,
Honda,bilmerke,,,,,,
CR-V,Ytelse,,Trimming,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.2 iCDTi,101kW,138hk,122kW,166hk, ,+73Nm,
 , ,, ,, , ,
Accord,Ytelse,,Trimming,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.2 iCDTi (05-07),101kW,138hk,122kW,166hk, ,+73Nm,
2.2 iCDTi (08-),110kW,150hk,132kW,180hk,350Nm,423Nm,
 , ,, ,, , ,
Civic,Ytelse,,Trimming,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.2 iCDTi (06-..),103kW,140hk,125kW,170hk,340,430Nm,
2.2 iCDTi (08-),110kW,150hk,132kW,180hk,350Nm,423Nm,
 , ,, ,, , ,
,,,,,,,
,,,,,,,
Hyundai,bilmerke,,,,,,
Accent,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
1.5 CRDi,60kW,82hk,81kW,110hk,184Nm,234Nm,
 , ,, ,, , ,
Elantra,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112hk,103kW,140hk,235Nm,285Nm,
2.0 CRDi,83kW,113hk,103kW,140hk,245Nm,300Nm,
 , ,, ,, , ,
Getz,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
1.5 CRDi,60kW,82hk,74kW,100hk,184Nm,230Nm,
1.5 CRDi,65kW,88hk,83kW,113hk,215Nm,265Nm,
2.0 CRDi,83kW,113hk,103kW,140hk,245Nm,300Nm,
 , ,, ,, , ,
H1,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
BV 2.5 CRDi,103kW,140hk,125kW,170hk,314Nm,370Nm,
BV 2.5 CRDi,81kW,110hk,103kW,140hk,232Nm,295Nm,
2.5 CRDi,103kW,140hk,125kW,170hk,314Nm,375Nm,
2.5 CRDi,125kW,170hk,147kW,200hk,392Nm,465Nm,
 , ,, ,, , ,
i30,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
1.6 D,66kW,90hk,83kW,112hk,235Nm,294Nm,
1.6 D,84kW,115hk,106kW,144hk,255Nm,319Nm,
 , ,, ,, , ,
Matrix,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
1.5 CRDi,60kW,82hk,81kW,110hk,184Nm,234Nm,
1.5 CRDi,75kW,102hk,95kW,130hk,235Nm,260Nm,
 , ,, ,, , ,
SantaFe,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112hk,103kW,140hk,255Nm,295Nm,
2.0 CRDi,92kW,125hk,114kW,155hk,285Nm,330Nm,
2.2 CRDi,111kW,150hk,140kW,190hk,335Nm,385Nm,
2.2 CRDi,114kW,155hk,144kW,195hk,343Nm,400Nm,
 , ,, ,, , ,
Sonata,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,92kW,125hk,114kW,155hk,285Nm,330Nm,
 , ,, ,, , ,
Starex,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.5 CRDi,103kW,140hk,125kW,170hk,314Nm,370Nm,
 , ,, ,, , ,
Terracan,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.9 CRDi,110kW,150hk,130kW,177hk,333Nm,373Nm,
2.9 CRDi,120kW,163hk,142kW,193hk,345Nm,405Nm,
 , ,, ,, , ,
Trajet,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112hk,103kW,140hk,255Nm,295Nm,
2.0 CRDi,83kW,113hk,103kW,140hk,245Nm,300Nm,
2.0 CRDi,92kW,125hk,114kW,155hk,285Nm,330Nm,
 , ,, ,, , ,
Tucson,Original ytelse,,tuning,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112hk,103kW,140hk,245Nm,300Nm,
2.0 CRDi,83kW,113hk,103kW,140hk,245Nm,300Nm,
2.0 CRDi,103kW,140hk,129kW,175hk,306Nm,380Nm,
,,,,,,,
,,,,,,,
Kia,bilmerke,,,,,,
Carnival,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
2.9 CRDi,106kW,144PS,128kW,174PS,310Nm,370Nm,
, , , , , , ,
Carens,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112PS,103kW,140PS,245Nm,285Nm,
, , , , , , ,
Ceed,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
1.6 crdi,66kW,90hk,83kW,112hk,235Nm,294Nm,
1.6 crdi,84kW,115hk,106kW,144hk,255Nm,319Nm,
, , , , , , ,
Cerato,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
1.5 CRDi,54kW,73PS,72kW,98PS,170Nm,220Nm,
1.5 CRDi,66kW,90PS,95kW,130PS,195Nm,250Nm,
1.5 CRDi,75kW,102PS,95kW,130PS,235Nm,280Nm,
2.0 CRDi,66kW,90PS,95kW,130PS,197Nm,255Nm,
2.0 CRDi,82kW,112PS,103kW,140PS,245Nm,285Nm,
, , , , , , ,
Rio,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
1.5 CRDi,58kW,79PS,76kW,104PS,170Nm,225Nm,
1.5 CRDi,81kW,110PS,99kW,135PS,235Nm,290Nm,
, , , , , , ,
Sorento,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
2.5 CRDi,103kW,140PS,125kW,170PS,320Nm,375Nm,
, , , , , , ,
Sportage,Original ytelse,,tuning,,Dreiemoment,,
,kW,hk,kW,hk,originalt,tuning,
2.0 CRDi,82kW,112PS,108kW,147PS,245Nm,310Nm,
2.0 CRDi,104kW,140PS,103kW,140PS,Nm,+65Nm,
,,,,,,,
,,,,,,,
Landrover,bilmerke,,,,,,
Defender,Ytelse,,Trimming,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
TD5,90kW,122hk,110kW,150hk,300Nm,365Nm,
2.4 tdci (2007-....),90kW,122hk,114kW,155hk,360Nm,420Nm,
2.7 TD V6,140kW,190hk,160kW,218hk,440Nm,500Nm,
 , ,, ,, , ,
Discovery,Ytelse,,Trimming,,Dreiemoment,,
 ,kW,hk,kW,hk,originalt,tuning,
TD5,90kW,122hk,110kW,150hk,300Nm,365Nm,
2.7 TDV6 Disco3,140kW,190hk,160kW,218hk,440Nm,500Nm,
3.0 TDV6 Disco4,155kW,211hk,215kW,292hk,520Nm,660Nm,
3.0 SDV6 Disco4,180kW,245hk,215kW,292hk,600Nm,670Nm,
